timestamp,node_id,gpu_id,temp_c,power_w,gpu_util,ecc_errors,xid_errors,pcie_replay,nvlink_crc,ib_crc,packet_drops,nccl_latency_ms,throttle_flag,job_id
t0001,gpu-node-02,1,74.36,303.17,68.84,0,0,0,0,0,0,11.92,0,train-job-001
t0001,gpu-node-02,2,73.41,307.16,68.15,0,0,0,0,0,0,11.67,0,train-job-001
t0001,gpu-node-02,3,72.49,337.23,71.92,0,0,0,0,0,0,14.04,0,train-job-001
t0001,gpu-node-03,0,77.37,363.74,77.86,0,0,0,0,0,0,12.29,0,train-job-001
t0001,gpu-node-03,1,74.63,329.85,77.07,0,0,0,0,0,0,12.42,0,train-job-001
t0001,gpu-node-03,2,72.01,286.75,67.3,0,0,0,0,0,0,10.51,0,train-job-001
t0001,gpu-node-03,3,72.49,310.31,78.88,0,0,0,0,0,0,15.18,0,train-job-001
t0001,gpu-node-04,0,68.03,320.32,72.01,0,0,0,0,0,0,10.76,0,train-job-001
t0001,gpu-node-04,1,75.72,342.64,61.14,0,0,0,0,0,0,9.77,0,train-job-001
t0001,gpu-node-04,2,73.64,372.39,73.55,0,0,0,0,0,0,9.96,0,train-job-001
t0001,gpu-node-04,3,75.82,335.91,71.08,0,0,0,0,0,0,8.96,0,train-job-001
t0001,gpu-node-05,0,74.71,339.66,66.03,0,0,0,0,0,0,12.28,0,train-job-001
t0001,gpu-node-05,1,77.73,348.77,73.05,0,0,0,0,0,0,10.48,0,train-job-001
t0001,gpu-node-05,2,78.85,362.69,85.11,0,0,0,0,0,0,13.96,0,train-job-001
t0001,gpu-node-05,3,75.41,330.5,68.13,0,0,0,0,0,0,12.56,0,train-job-001
t0001,gpu-node-06,0,73.98,351.45,85.5,0,0,0,0,0,0,12.05,0,train-job-001
t0001,gpu-node-06,1,74.04,315.76,69.8,0,0,0,0,0,0,12.88,0,train-job-001
t0001,gpu-node-06,2,77.7,353.35,72.46,0,0,0,0,0,0,12.89,0,train-job-001
t0001,gpu-node-06,3,76.1,346.94,82.2,0,0,0,0,0,0,14.95,0,train-job-001
t0001,gpu-node-07,0,72.83,363.67,75.99,0,0,0,0,0,0,12.95,0,train-job-001
t0001,gpu-node-07,1,72.26,330.68,56.12,0,0,0,0,0,0,14.89,0,train-job-001
t0001,gpu-node-07,2,76.11,333.08,66.83,0,0,0,0,0,0,12.04,0,train-job-001
t0001,gpu-node-07,3,74.27,335.72,59.99,0,0,0,0,0,0,16.97,0,train-job-001
t0001,gpu-node-08,0,79.22,362.97,84.32,0,0,0,0,0,0,10.32,0,train-job-001
t0001,gpu-node-08,1,74.01,351.75,64.72,0,0,0,0,0,0,11.47,0,train-job-001
t0001,gpu-node-08,2,75.74,315.46,59.87,0,0,0,0,0,0,11.91,0,train-job-001
t0001,gpu-node-08,3,75.97,336.92,60.05,0,0,0,0,0,0,6.95,0,train-job-001
t0001,gpu-node-09,0,75.62,345.64,80.73,0,0,0,0,0,0,14.74,0,train-job-001
t0001,gpu-node-09,1,79.94,346.49,84.92,0,0,0,0,0,0,8.51,0,train-job-001
t0001,gpu-node-09,2,74.32,360.38,84.61,0,0,0,0,0,0,11.02,0,train-job-001
t0001,gpu-node-09,3,78.68,361.9,73.12,0,0,0,0,0,0,12.61,0,train-job-001
t0001,gpu-node-10,0,75.97,321.7,65.17,0,0,0,0,0,0,11.34,0,train-job-001
t0001,gpu-node-10,1,75.47,338.62,57.75,0,0,0,0,0,0,12.82,0,train-job-001
t0001,gpu-node-10,2,74.19,324.49,66.19,0,0,0,0,0,0,14.8,0,train-job-001
t0001,gpu-node-10,3,75.31,339.77,61.95,0,0,0,0,0,0,13.35,0,train-job-001
t0001,gpu-node-11,0,71.67,352.56,75.5,0,0,0,0,0,0,10.92,0,train-job-001
t0001,gpu-node-11,1,77.17,343.71,70.07,0,0,0,0,0,0,13.49,0,train-job-001
t0001,gpu-node-11,2,76.35,357.85,70.0,0,0,0,0,0,0,11.83,0,train-job-001
t0001,gpu-node-11,3,74.35,310.89,67.95,0,0,0,0,0,0,12.5,0,train-job-001
t0002,gpu-node-00,0,74.81,319.08,61.51,0,0,0,0,0,0,12.92,0,train-job-001
t0002,gpu-node-00,1,73.1,340.29,70.29,0,0,0,0,0,0,14.23,0,train-job-001
t0002,gpu-node-00,2,71.2,325.34,80.1,0,0,0,0,0,0,10.62,0,train-job-001
t0002,gpu-node-00,3,75.19,321.35,73.08,0,0,0,0,0,0,13.45,0,train-job-001
t0002,gpu-node-01,0,73.05,326.3,75.69,0,0,0,0,0,0,9.76,0,train-job-001
t0002,gpu-node-01,1,71.78,338.62,66.5,0,0,0,0,0,0,9.16,0,train-job-001
t0002,gpu-node-01,2,71.8,355.49,79.54,0,0,0,0,0,0,8.15,0,train-job-001
t0002,gpu-node-01,3,80.94,352.28,74.14,0,0,0,0,0,0,13.09,0,train-job-001
t0002,gpu-node-02,0,78.35,350.76,80.3,0,0,0,0,0,0,12.35,0,train-job-001
t0002,gpu-node-02,1,77.27,323.3,63.44,0,0,0,0,0,0,12.46,0,train-job-001
t0002,gpu-node-02,2,73.95,335.05,57.1,0,0,0,0,0,0,14.46,0,train-job-001
t0002,gpu-node-02,3,76.3,314.2,68.33,0,0,0,0,0,0,9.41,0,train-job-001
t0002,gpu-node-03,0,78.67,324.0,71.3,0,0,0,0,0,0,10.24,0,train-job-001
t0002,gpu-node-03,1,74.45,317.22,69.76,0,0,0,0,0,0,12.1,0,train-job-001
t0002,gpu-node-03,2,72.29,357.46,80.38,0,0,0,0,0,0,15.57,0,train-job-001
t0002,gpu-node-03,3,75.26,356.1,72.47,0,0,0,0,0,0,13.4,0,train-job-001
t0002,gpu-node-04,0,77.41,346.28,75.29,0,0,0,0,0,0,14.41,0,train-job-001
t0002,gpu-node-04,1,78.64,353.08,79.84,0,0,0,0,0,0,12.31,0,train-job-001
t0002,gpu-node-04,2,71.27,343.59,79.45,0,0,0,0,0,0,10.57,0,train-job-001
t0002,gpu-node-04,3,74.38,318.79,64.36,0,0,0,0,0,0,12.21,0,train-job-001
t0002,gpu-node-05,0,76.0,364.72,76.9,0,0,0,0,0,0,16.46,0,train-job-001
t0002,gpu-node-05,1,73.27,303.28,66.82,0,0,0,0,0,0,9.33,0,train-job-001
t0002,gpu-node-05,2,71.82,340.28,77.02,0,0,0,0,0,0,12.3,0,train-job-001
t0002,gpu-node-05,3,74.32,334.52,79.67,0,0,0,0,0,0,10.42,0,train-job-001
t0002,gpu-node-06,0,77.98,356.32,72.75,0,0,0,0,0,0,12.42,0,train-job-001
t0002,gpu-node-06,1,74.64,356.56,80.3,0,0,0,0,0,0,12.67,0,train-job-001
t0002,gpu-node-06,2,76.77,336.42,76.53,0,0,0,0,0,0,10.21,0,train-job-001
t0002,gpu-node-06,3,76.25,349.03,74.6,0,0,0,0,0,0,11.34,0,train-job-001
t0002,gpu-node-07,0,76.19,359.69,79.55,0,0,0,0,0,0,12.84,0,train-job-001
t0002,gpu-node-07,1,73.76,333.91,66.92,0,0,0,0,0,0,9.59,0,train-job-001
t0002,gpu-node-07,2,74.79,333.01,74.35,0,0,0,0,0,0,10.33,0,train-job-001
t0002,gpu-node-07,3,74.31,358.58,83.91,0,0,0,0,0,0,13.24,0,train-job-001
t0002,gpu-node-08,0,74.05,340.22,69.42,0,0,0,0,0,0,12.95,0,train-job-001
t0002,gpu-node-08,1,76.95,349.06,75.52,0,0,0,0,0,0,13.99,0,train-job-001
t0002,gpu-node-08,2,79.46,333.53,78.04,0,0,0,0,0,0,11.1,0,train-job-001
t0002,gpu-node-08,3,77.31,331.14,67.33,0,0,0,0,0,0,12.96,0,train-job-001
t0002,gpu-node-09,0,74.52,311.16,73.94,0,0,0,0,0,0,12.54,0,train-job-001
t0002,gpu-node-09,1,74.29,293.55,63.66,0,0,0,0,0,0,13.58,0,train-job-001
t0002,gpu-node-09,2,78.06,318.14,61.6,0,0,0,0,0,0,15.15,0,train-job-001
t0002,gpu-node-09,3,74.33,297.41,72.88,0,0,0,0,0,0,13.83,0,train-job-001
t0002,gpu-node-10,0,72.28,309.21,60.73,0,0,0,0,0,0,10.88,0,train-job-001
t0002,gpu-node-10,1,70.91,345.88,78.05,0,0,0,0,0,0,11.38,0,train-job-001
t0002,gpu-node-10,2,80.3,362.88,81.57,0,0,0,0,0,0,9.9,0,train-job-001
t0002,gpu-node-10,3,72.76,334.42,75.18,0,0,0,0,0,0,10.64,0,train-job-001
t0002,gpu-node-11,0,75.29,354.67,68.47,0,0,0,0,0,0,13.14,0,train-job-001
t0002,gpu-node-11,1,73.08,304.95,63.43,0,0,0,0,0,0,10.89,0,train-job-001
t0002,gpu-node-11,2,79.53,334.09,69.54,0,0,0,0,0,0,10.19,0,train-job-001
t0002,gpu-node-11,3,78.39,333.23,61.94,0,0,0,0,0,0,15.48,0,train-job-001
t0003,gpu-node-00,0,71.0,316.34,63.45,0,0,0,0,0,0,14.49,0,train-job-001
t0003,gpu-node-00,1,73.82,353.89,79.53,0,0,0,0,0,0,15.34,0,train-job-001
t0003,gpu-node-00,2,78.42,342.2,80.47,0,0,0,0,0,0,13.01,0,train-job-001
t0003,gpu-node-00,3,78.23,356.93,77.03,0,0,0,0,0,0,12.04,0,train-job-001
t0003,gpu-node-01,0,73.25,306.98,74.77,0,0,0,0,0,0,11.21,0,train-job-001
t0003,gpu-node-01,1,74.33,346.02,84.17,0,0,0,0,0,0,12.24,0,train-job-001
t0003,gpu-node-01,2,74.42,393.81,81.6,0,0,0,0,0,0,15.5,0,train-job-001
t0003,gpu-node-01,3,79.34,342.42,56.61,0,0,0,0,0,0,14.26,0,train-job-001
t0003,gpu-node-02,0,76.71,347.86,80.52,0,0,0,0,0,0,12.71,0,train-job-001
t0003,gpu-node-02,1,81.75,348.36,67.17,0,0,0,0,0,0,9.87,0,train-job-001
t0003,gpu-node-02,2,72.39,310.14,64.37,0,0,0,0,0,0,12.32,0,train-job-001
t0003,gpu-node-02,3,76.67,350.96,75.85,0,0,0,0,0,0,9.59,0,train-job-001
t0003,gpu-node-03,0,76.77,360.67,72.54,0,0,0,0,0,0,14.13,0,train-job-001
t0003,gpu-node-03,1,73.33,379.03,95.1,0,0,0,0,0,0,9.62,0,train-job-001
t0003,gpu-node-03,2,75.07,349.31,70.93,0,0,0,0,0,0,13.25,0,train-job-001
t0003,gpu-node-03,3,74.49,327.64,68.47,0,0,0,0,0,0,15.95,0,train-job-001
t0003,gpu-node-04,0,77.91,379.52,73.12,0,0,0,0,0,0,12.53,0,train-job-001
t0003,gpu-node-04,1,74.89,331.07,69.86,0,0,0,0,0,0,13.25,0,train-job-001
t0003,gpu-node-04,2,77.24,342.81,81.73,0,0,0,0,0,0,9.51,0,train-job-001
t0003,gpu-node-04,3,75.83,348.9,73.02,0,0,0,0,0,0,10.5,0,train-job-001
t0003,gpu-node-05,0,77.48,349.56,86.58,0,0,0,0,0,0,8.94,0,train-job-001
t0003,gpu-node-05,1,80.96,338.55,72.17,0,0,0,0,0,0,14.64,0,train-job-001
t0003,gpu-node-05,2,74.64,331.66,81.98,0,0,0,0,0,0,12.37,0,train-job-001
t0003,gpu-node-05,3,76.62,317.62,62.14,0,0,0,0,0,0,11.94,0,train-job-001
t0003,gpu-node-06,0,75.03,340.86,61.99,0,0,0,0,0,0,11.13,0,train-job-001
t0003,gpu-node-06,1,71.51,353.14,66.91,0,0,0,0,0,0,9.97,0,train-job-001
t0003,gpu-node-06,2,77.29,350.59,78.45,0,0,0,0,0,0,11.4,0,train-job-001
t0003,gpu-node-06,3,73.53,328.25,75.77,0,0,0,0,0,0,11.61,0,train-job-001
t0003,gpu-node-07,0,73.81,356.81,62.5,0,0,0,0,0,0,12.25,0,train-job-001
t0003,gpu-node-07,1,74.66,300.35,60.65,0,0,0,0,0,0,15.3,0,train-job-001
t0003,gpu-node-07,2,73.51,343.53,84.56,0,0,0,0,0,0,13.54,0,train-job-001
t0003,gpu-node-07,3,73.71,335.85,82.89,0,0,0,0,0,0,15.03,0,train-job-001
t0003,gpu-node-08,0,72.72,332.52,61.42,0,0,0,0,0,0,9.61,0,train-job-001
t0003,gpu-node-08,1,77.03,354.17,67.9,0,0,0,0,0,0,12.12,0,train-job-001
t0003,gpu-node-08,2,78.18,333.14,78.35,0,0,0,0,0,0,9.39,0,train-job-001
t0003,gpu-node-08,3,77.16,365.07,88.36,0,0,0,0,0,0,7.38,0,train-job-001
t0003,gpu-node-09,0,76.91,350.23,85.77,0,0,0,0,0,0,10.9,0,train-job-001
t0003,gpu-node-09,1,76.44,350.9,92.17,0,0,0,0,0,0,14.05,0,train-job-001
t0003,gpu-node-09,2,75.33,361.28,91.29,0,0,0,0,0,0,11.55,0,train-job-001
t0003,gpu-node-09,3,76.34,350.43,73.2,0,0,0,0,0,0,9.98,0,train-job-001
t0003,gpu-node-10,0,76.03,308.22,82.88,0,0,0,0,0,0,13.5,0,train-job-001
t0003,gpu-node-10,1,81.05,368.22,85.03,0,0,0,0,0,0,14.47,0,train-job-001
t0003,gpu-node-10,2,73.26,320.05,65.1,0,0,0,0,0,0,13.32,0,train-job-001
t0003,gpu-node-10,3,76.1,317.82,69.51,0,0,0,0,0,0,15.04,0,train-job-001
t0003,gpu-node-11,0,77.69,342.39,72.7,0,0,0,0,0,0,12.44,0,train-job-001
t0003,gpu-node-11,1,83.42,337.47,56.91,0,0,0,0,0,0,10.47,0,train-job-001
t0003,gpu-node-11,2,80.51,349.58,61.79,0,0,0,0,0,0,12.69,0,train-job-001
t0003,gpu-node-11,3,80.21,391.6,89.21,0,0,0,0,0,0,17.21,0,train-job-001
t0004,gpu-node-00,0,75.09,328.48,70.41,0,0,0,0,0,0,16.64,0,train-job-001
t0004,gpu-node-00,1,74.0,332.81,75.23,0,0,0,0,0,0,11.65,0,train-job-001
t0004,gpu-node-00,2,74.46,357.32,58.5,0,0,0,0,0,0,15.85,0,train-job-001
t0004,gpu-node-00,3,72.48,307.9,60.91,0,0,0,0,0,0,12.99,0,train-job-001
t0004,gpu-node-01,0,70.86,347.85,74.31,0,0,0,0,0,0,14.98,0,train-job-001
t0004,gpu-node-01,1,77.08,343.15,71.41,0,0,0,0,0,0,10.15,0,train-job-001
t0004,gpu-node-01,2,78.29,378.16,80.09,0,0,0,0,0,0,10.49,0,train-job-001
t0004,gpu-node-01,3,75.92,335.8,68.05,0,0,0,0,0,0,14.21,0,train-job-001
t0004,gpu-node-02,0,73.65,318.96,70.7,0,0,0,0,0,0,12.0,0,train-job-001
t0004,gpu-node-02,1,79.53,346.07,81.42,0,0,0,0,0,0,13.57,0,train-job-001
t0004,gpu-node-02,2,76.4,347.37,74.54,0,0,0,0,0,0,11.31,0,train-job-001
t0004,gpu-node-02,3,74.51,355.09,67.02,0,0,0,0,0,0,14.19,0,train-job-001
t0004,gpu-node-03,0,72.12,325.2,75.24,0,0,0,0,0,0,10.58,0,train-job-001
t0004,gpu-node-03,1,77.36,325.74,78.59,0,0,0,0,0,0,11.97,0,train-job-001
t0004,gpu-node-03,2,75.45,307.98,58.33,0,0,0,0,0,0,10.2,0,train-job-001
t0004,gpu-node-03,3,70.23,347.0,73.95,0,0,0,0,0,0,7.63,0,train-job-001
t0004,gpu-node-04,0,76.32,331.98,65.73,0,0,0,0,0,0,7.92,0,train-job-001
t0004,gpu-node-04,1,78.71,319.47,63.98,0,0,0,0,0,0,11.5,0,train-job-001
t0004,gpu-node-04,2,71.91,324.23,82.27,0,0,0,0,0,0,13.09,0,train-job-001
t0004,gpu-node-04,3,78.33,356.54,67.74,0,0,0,0,0,0,9.9,0,train-job-001
t0004,gpu-node-05,0,71.59,330.88,62.73,0,0,0,0,0,0,12.75,0,train-job-001
t0004,gpu-node-05,1,73.43,327.76,76.25,0,0,0,0,0,0,18.64,0,train-job-001
t0004,gpu-node-05,2,72.89,340.44,74.06,0,0,0,0,0,0,13.25,0,train-job-001
t0004,gpu-node-05,3,78.86,343.8,73.53,0,0,0,0,0,0,13.2,0,train-job-001
t0004,gpu-node-06,0,72.81,344.55,65.31,0,0,0,0,0,0,12.22,0,train-job-001
t0004,gpu-node-06,1,77.54,359.3,89.27,0,0,0,0,0,0,16.01,0,train-job-001
t0004,gpu-node-06,2,75.1,334.69,76.88,0,0,0,0,0,0,15.5,0,train-job-001
t0004,gpu-node-06,3,77.56,379.82,85.24,0,0,0,0,0,0,10.75,0,train-job-001
t0004,gpu-node-07,0,70.1,346.33,71.62,0,0,0,0,0,0,15.68,0,train-job-001
t0004,gpu-node-07,1,80.4,350.6,71.24,0,0,0,0,0,0,13.15,0,train-job-001
t0004,gpu-node-07,2,73.31,349.19,87.58,0,0,0,0,0,0,12.13,0,train-job-001
t0004,gpu-node-07,3,71.37,357.29,65.3,0,0,0,0,0,0,13.1,0,train-job-001
t0004,gpu-node-08,0,71.19,303.69,70.83,0,0,0,0,0,0,11.0,0,train-job-001
t0004,gpu-node-08,1,75.75,313.92,63.52,0,0,0,0,0,0,7.0,0,train-job-001
t0004,gpu-node-08,2,74.64,297.39,64.85,0,0,0,0,0,0,13.79,0,train-job-001
t0004,gpu-node-08,3,72.64,307.99,72.78,0,0,0,0,0,0,10.45,0,train-job-001
t0004,gpu-node-09,0,75.83,366.54,75.98,0,0,0,0,0,0,9.09,0,train-job-001
t0004,gpu-node-09,1,74.84,366.34,95.03,0,0,0,0,0,0,9.09,0,train-job-001
t0004,gpu-node-09,2,76.35,342.06,54.07,0,0,0,0,0,0,12.22,0,train-job-001
t0004,gpu-node-09,3,78.48,337.86,66.22,0,0,0,0,0,0,10.16,0,train-job-001
t0004,gpu-node-10,0,78.55,378.23,73.55,0,0,0,0,0,0,12.75,0,train-job-001
t0004,gpu-node-10,1,75.68,356.47,72.84,0,0,0,0,0,0,9.96,0,train-job-001
t0004,gpu-node-10,2,76.88,330.91,66.44,0,0,0,0,0,0,13.31,0,train-job-001
t0004,gpu-node-10,3,77.48,337.83,74.53,0,0,0,0,0,0,12.84,0,train-job-001
t0004,gpu-node-11,0,77.37,352.56,68.35,0,0,0,0,0,0,11.42,0,train-job-001
t0004,gpu-node-11,1,77.26,325.55,70.86,0,0,0,0,0,0,12.69,0,train-job-001
t0004,gpu-node-11,2,78.64,345.78,77.09,0,0,0,0,0,0,15.1,0,train-job-001
t0004,gpu-node-11,3,74.83,321.57,67.4,0,0,0,0,0,0,10.69,0,train-job-001
t0005,gpu-node-00,0,76.11,354.06,73.02,0,0,0,0,0,0,10.04,0,train-job-001
t0005,gpu-node-00,1,74.56,339.2,75.6,0,0,0,0,0,0,12.31,0,train-job-001
t0005,gpu-node-00,2,75.73,332.66,76.87,0,0,0,0,0,0,13.04,0,train-job-001
t0005,gpu-node-00,3,74.23,328.53,65.08,0,0,0,0,0,0,11.71,0,train-job-001
t0005,gpu-node-01,0,74.42,341.78,64.51,0,0,0,0,0,0,11.09,0,train-job-001
t0005,gpu-node-01,1,80.39,369.27,84.55,0,0,0,0,0,0,15.25,0,train-job-001
t0005,gpu-node-01,2,72.89,333.12,54.46,0,0,0,0,0,0,13.98,0,train-job-001
t0005,gpu-node-01,3,71.62,362.02,92.65,0,0,0,0,0,0,12.89,0,train-job-001
t0005,gpu-node-02,0,70.92,307.85,62.58,0,0,0,0,0,0,9.18,0,train-job-001
t0005,gpu-node-02,1,72.88,340.49,68.6,0,0,0,0,0,0,11.69,0,train-job-001
t0005,gpu-node-02,2,77.08,333.68,95.89,0,0,0,0,0,0,12.47,0,train-job-001
t0005,gpu-node-02,3,74.94,345.78,70.54,0,0,0,0,0,0,10.13,0,train-job-001
t0005,gpu-node-03,0,76.19,355.97,63.0,0,0,0,0,0,0,13.28,0,train-job-001
t0005,gpu-node-03,1,75.43,332.6,67.45,0,0,0,0,0,0,10.3,0,train-job-001
t0005,gpu-node-03,2,77.57,366.14,77.3,0,0,0,0,0,0,14.25,0,train-job-001
t0005,gpu-node-03,3,76.08,342.03,78.32,0,0,0,0,0,0,9.91,0,train-job-001
t0005,gpu-node-04,0,70.96,335.58,62.12,0,0,0,0,0,0,12.26,0,train-job-001
t0005,gpu-node-04,1,75.94,317.04,78.72,0,0,0,0,0,0,12.49,0,train-job-001
t0005,gpu-node-04,2,73.87,331.69,81.29,0,0,0,0,0,0,10.45,0,train-job-001
t0005,gpu-node-04,3,77.83,343.63,64.62,0,0,0,0,0,0,15.73,0,train-job-001
t0005,gpu-node-05,0,71.78,343.3,82.1,0,0,0,0,0,0,10.85,0,train-job-001
t0005,gpu-node-05,1,77.67,330.67,64.4,0,0,0,0,0,0,14.61,0,train-job-001
t0005,gpu-node-05,2,77.18,344.38,73.54,0,0,0,0,0,0,11.33,0,train-job-001
t0005,gpu-node-05,3,74.76,378.47,78.06,0,0,0,0,0,0,14.53,0,train-job-001
t0005,gpu-node-06,0,72.8,340.18,71.66,0,0,0,0,0,0,12.08,0,train-job-001
t0005,gpu-node-06,1,73.45,336.74,79.17,0,0,0,0,0,0,10.66,0,train-job-001
t0005,gpu-node-06,2,77.87,367.78,60.25,0,0,0,0,0,0,9.75,0,train-job-001
t0005,gpu-node-06,3,75.21,343.9,71.61,0,0,0,0,0,0,11.39,0,train-job-001
t0005,gpu-node-07,0,73.21,335.88,63.9,0,0,0,0,0,0,10.97,0,train-job-001
t0005,gpu-node-07,1,75.73,356.78,72.49,0,0,0,0,0,0,13.37,0,train-job-001
t0005,gpu-node-07,2,78.47,304.45,60.67,0,0,0,0,0,0,12.34,0,train-job-001
t0005,gpu-node-07,3,73.62,314.29,69.72,0,0,0,0,0,0,12.69,0,train-job-001
t0005,gpu-node-08,0,76.35,359.79,93.3,0,0,0,0,0,0,12.84,0,train-job-001
t0005,gpu-node-08,1,78.2,380.52,71.89,0,0,0,0,0,0,13.85,0,train-job-001
t0005,gpu-node-08,2,80.98,369.6,74.33,0,0,0,0,0,0,12.18,0,train-job-001
t0005,gpu-node-08,3,70.69,336.17,62.95,0,0,0,0,0,0,12.3,0,train-job-001
