timestamp,job_id,comm_id,rank,node_id,gpu_id,ras_state,latency_ms,unresponsive,timeout_count
t0001,train-job-001,comm-0,30,gpu-node-07,2,OK,12.04,0,0
t0001,train-job-001,comm-0,31,gpu-node-07,3,OK,16.97,0,0
t0001,train-job-001,comm-0,32,gpu-node-08,0,OK,10.32,0,0
t0001,train-job-001,comm-0,33,gpu-node-08,1,OK,11.47,0,0
t0001,train-job-001,comm-0,34,gpu-node-08,2,OK,11.91,0,0
t0001,train-job-001,comm-0,35,gpu-node-08,3,OK,6.95,0,0
t0001,train-job-001,comm-0,36,gpu-node-09,0,OK,14.74,0,0
t0001,train-job-001,comm-0,37,gpu-node-09,1,OK,8.51,0,0
t0001,train-job-001,comm-0,38,gpu-node-09,2,OK,11.02,0,0
t0001,train-job-001,comm-0,39,gpu-node-09,3,OK,12.61,0,0
t0001,train-job-001,comm-0,40,gpu-node-10,0,OK,11.34,0,0
t0001,train-job-001,comm-0,41,gpu-node-10,1,OK,12.82,0,0
t0001,train-job-001,comm-0,42,gpu-node-10,2,OK,14.8,0,0
t0001,train-job-001,comm-0,43,gpu-node-10,3,OK,13.35,0,0
t0001,train-job-001,comm-0,44,gpu-node-11,0,OK,10.92,0,0
t0001,train-job-001,comm-0,45,gpu-node-11,1,OK,13.49,0,0
t0001,train-job-001,comm-0,46,gpu-node-11,2,OK,11.83,0,0
t0001,train-job-001,comm-0,47,gpu-node-11,3,OK,12.5,0,0
t0002,train-job-001,comm-0,0,gpu-node-00,0,OK,12.92,0,0
t0002,train-job-001,comm-0,1,gpu-node-00,1,OK,14.23,0,0
t0002,train-job-001,comm-0,2,gpu-node-00,2,OK,10.62,0,0
t0002,train-job-001,comm-0,3,gpu-node-00,3,OK,13.45,0,0
t0002,train-job-001,comm-0,4,gpu-node-01,0,OK,9.76,0,0
t0002,train-job-001,comm-0,5,gpu-node-01,1,OK,9.16,0,0
t0002,train-job-001,comm-0,6,gpu-node-01,2,OK,8.15,0,0
t0002,train-job-001,comm-0,7,gpu-node-01,3,OK,13.09,0,0
t0002,train-job-001,comm-0,8,gpu-node-02,0,OK,12.35,0,0
t0002,train-job-001,comm-0,9,gpu-node-02,1,OK,12.46,0,0
t0002,train-job-001,comm-0,10,gpu-node-02,2,OK,14.46,0,0
t0002,train-job-001,comm-0,11,gpu-node-02,3,OK,9.41,0,0
t0002,train-job-001,comm-0,12,gpu-node-03,0,OK,10.24,0,0
t0002,train-job-001,comm-0,13,gpu-node-03,1,OK,12.1,0,0
t0002,train-job-001,comm-0,14,gpu-node-03,2,OK,15.57,0,0
t0002,train-job-001,comm-0,15,gpu-node-03,3,OK,13.4,0,0
t0002,train-job-001,comm-0,16,gpu-node-04,0,OK,14.41,0,0
t0002,train-job-001,comm-0,17,gpu-node-04,1,OK,12.31,0,0
t0002,train-job-001,comm-0,18,gpu-node-04,2,OK,10.57,0,0
t0002,train-job-001,comm-0,19,gpu-node-04,3,OK,12.21,0,0
t0002,train-job-001,comm-0,20,gpu-node-05,0,OK,16.46,0,0
t0002,train-job-001,comm-0,21,gpu-node-05,1,OK,9.33,0,0
t0002,train-job-001,comm-0,22,gpu-node-05,2,OK,12.3,0,0
t0002,train-job-001,comm-0,23,gpu-node-05,3,OK,10.42,0,0
t0002,train-job-001,comm-0,24,gpu-node-06,0,OK,12.42,0,0
t0002,train-job-001,comm-0,25,gpu-node-06,1,OK,12.67,0,0
t0002,train-job-001,comm-0,26,gpu-node-06,2,OK,10.21,0,0
t0002,train-job-001,comm-0,27,gpu-node-06,3,OK,11.34,0,0
t0002,train-job-001,comm-0,28,gpu-node-07,0,OK,12.84,0,0
t0002,train-job-001,comm-0,29,gpu-node-07,1,OK,9.59,0,0
t0002,train-job-001,comm-0,30,gpu-node-07,2,OK,10.33,0,0
t0002,train-job-001,comm-0,31,gpu-node-07,3,OK,13.24,0,0
t0002,train-job-001,comm-0,32,gpu-node-08,0,OK,12.95,0,0
t0002,train-job-001,comm-0,33,gpu-node-08,1,OK,13.99,0,0
t0002,train-job-001,comm-0,34,gpu-node-08,2,OK,11.1,0,0
t0002,train-job-001,comm-0,35,gpu-node-08,3,OK,12.96,0,0
t0002,train-job-001,comm-0,36,gpu-node-09,0,OK,12.54,0,0
t0002,train-job-001,comm-0,37,gpu-node-09,1,OK,13.58,0,0
t0002,train-job-001,comm-0,38,gpu-node-09,2,OK,15.15,0,0
t0002,train-job-001,comm-0,39,gpu-node-09,3,OK,13.83,0,0
t0002,train-job-001,comm-0,40,gpu-node-10,0,OK,10.88,0,0
t0002,train-job-001,comm-0,41,gpu-node-10,1,OK,11.38,0,0
t0002,train-job-001,comm-0,42,gpu-node-10,2,OK,9.9,0,0
t0002,train-job-001,comm-0,43,gpu-node-10,3,OK,10.64,0,0
t0002,train-job-001,comm-0,44,gpu-node-11,0,OK,13.14,0,0
t0002,train-job-001,comm-0,45,gpu-node-11,1,OK,10.89,0,0
t0002,train-job-001,comm-0,46,gpu-node-11,2,OK,10.19,0,0
t0002,train-job-001,comm-0,47,gpu-node-11,3,OK,15.48,0,0
t0003,train-job-001,comm-0,0,gpu-node-00,0,OK,14.49,0,0
t0003,train-job-001,comm-0,1,gpu-node-00,1,OK,15.34,0,0
t0003,train-job-001,comm-0,2,gpu-node-00,2,OK,13.01,0,0
t0003,train-job-001,comm-0,3,gpu-node-00,3,OK,12.04,0,0
t0003,train-job-001,comm-0,4,gpu-node-01,0,OK,11.21,0,0
t0003,train-job-001,comm-0,5,gpu-node-01,1,OK,12.24,0,0
t0003,train-job-001,comm-0,6,gpu-node-01,2,OK,15.5,0,0
t0003,train-job-001,comm-0,7,gpu-node-01,3,OK,14.26,0,0
t0003,train-job-001,comm-0,8,gpu-node-02,0,OK,12.71,0,0
t0003,train-job-001,comm-0,9,gpu-node-02,1,OK,9.87,0,0
t0003,train-job-001,comm-0,10,gpu-node-02,2,OK,12.32,0,0
t0003,train-job-001,comm-0,11,gpu-node-02,3,OK,9.59,0,0
t0003,train-job-001,comm-0,12,gpu-node-03,0,OK,14.13,0,0
t0003,train-job-001,comm-0,13,gpu-node-03,1,OK,9.62,0,0
t0003,train-job-001,comm-0,14,gpu-node-03,2,OK,13.25,0,0
t0003,train-job-001,comm-0,15,gpu-node-03,3,OK,15.95,0,0
t0003,train-job-001,comm-0,16,gpu-node-04,0,OK,12.53,0,0
t0003,train-job-001,comm-0,17,gpu-node-04,1,OK,13.25,0,0
t0003,train-job-001,comm-0,18,gpu-node-04,2,OK,9.51,0,0
t0003,train-job-001,comm-0,19,gpu-node-04,3,OK,10.5,0,0
t0003,train-job-001,comm-0,20,gpu-node-05,0,OK,8.94,0,0
t0003,train-job-001,comm-0,21,gpu-node-05,1,OK,14.64,0,0
t0003,train-job-001,comm-0,22,gpu-node-05,2,OK,12.37,0,0
t0003,train-job-001,comm-0,23,gpu-node-05,3,OK,11.94,0,0
t0003,train-job-001,comm-0,24,gpu-node-06,0,OK,11.13,0,0
t0003,train-job-001,comm-0,25,gpu-node-06,1,OK,9.97,0,0
t0003,train-job-001,comm-0,26,gpu-node-06,2,OK,11.4,0,0
t0003,train-job-001,comm-0,27,gpu-node-06,3,OK,11.61,0,0
t0003,train-job-001,comm-0,28,gpu-node-07,0,OK,12.25,0,0
t0003,train-job-001,comm-0,29,gpu-node-07,1,OK,15.3,0,0
t0003,train-job-001,comm-0,30,gpu-node-07,2,OK,13.54,0,0
t0003,train-job-001,comm-0,31,gpu-node-07,3,OK,15.03,0,0
t0003,train-job-001,comm-0,32,gpu-node-08,0,OK,9.61,0,0
t0003,train-job-001,comm-0,33,gpu-node-08,1,OK,12.12,0,0
t0003,train-job-001,comm-0,34,gpu-node-08,2,OK,9.39,0,0
t0003,train-job-001,comm-0,35,gpu-node-08,3,OK,7.38,0,0
t0003,train-job-001,comm-0,36,gpu-node-09,0,OK,10.9,0,0
t0003,train-job-001,comm-0,37,gpu-node-09,1,OK,14.05,0,0
t0003,train-job-001,comm-0,38,gpu-node-09,2,OK,11.55,0,0
t0003,train-job-001,comm-0,39,gpu-node-09,3,OK,9.98,0,0
t0003,train-job-001,comm-0,40,gpu-node-10,0,OK,13.5,0,0
t0003,train-job-001,comm-0,41,gpu-node-10,1,OK,14.47,0,0
t0003,train-job-001,comm-0,42,gpu-node-10,2,OK,13.32,0,0
t0003,train-job-001,comm-0,43,gpu-node-10,3,OK,15.04,0,0
t0003,train-job-001,comm-0,44,gpu-node-11,0,OK,12.44,0,0
t0003,train-job-001,comm-0,45,gpu-node-11,1,OK,10.47,0,0
t0003,train-job-001,comm-0,46,gpu-node-11,2,OK,12.69,0,0
t0003,train-job-001,comm-0,47,gpu-node-11,3,OK,17.21,0,0
t0004,train-job-001,comm-0,0,gpu-node-00,0,OK,16.64,0,0
t0004,train-job-001,comm-0,1,gpu-node-00,1,OK,11.65,0,0
t0004,train-job-001,comm-0,2,gpu-node-00,2,OK,15.85,0,0
t0004,train-job-001,comm-0,3,gpu-node-00,3,OK,12.99,0,0
t0004,train-job-001,comm-0,4,gpu-node-01,0,OK,14.98,0,0
t0004,train-job-001,comm-0,5,gpu-node-01,1,OK,10.15,0,0
t0004,train-job-001,comm-0,6,gpu-node-01,2,OK,10.49,0,0
t0004,train-job-001,comm-0,7,gpu-node-01,3,OK,14.21,0,0
t0004,train-job-001,comm-0,8,gpu-node-02,0,OK,12.0,0,0
t0004,train-job-001,comm-0,9,gpu-node-02,1,OK,13.57,0,0
t0004,train-job-001,comm-0,10,gpu-node-02,2,OK,11.31,0,0
t0004,train-job-001,comm-0,11,gpu-node-02,3,OK,14.19,0,0
t0004,train-job-001,comm-0,12,gpu-node-03,0,OK,10.58,0,0
t0004,train-job-001,comm-0,13,gpu-node-03,1,OK,11.97,0,0
t0004,train-job-001,comm-0,14,gpu-node-03,2,OK,10.2,0,0
t0004,train-job-001,comm-0,15,gpu-node-03,3,OK,7.63,0,0
t0004,train-job-001,comm-0,16,gpu-node-04,0,OK,7.92,0,0
t0004,train-job-001,comm-0,17,gpu-node-04,1,OK,11.5,0,0
t0004,train-job-001,comm-0,18,gpu-node-04,2,OK,13.09,0,0
t0004,train-job-001,comm-0,19,gpu-node-04,3,OK,9.9,0,0
t0004,train-job-001,comm-0,20,gpu-node-05,0,OK,12.75,0,0
t0004,train-job-001,comm-0,21,gpu-node-05,1,OK,18.64,0,0
t0004,train-job-001,comm-0,22,gpu-node-05,2,OK,13.25,0,0
t0004,train-job-001,comm-0,23,gpu-node-05,3,OK,13.2,0,0
t0004,train-job-001,comm-0,24,gpu-node-06,0,OK,12.22,0,0
t0004,train-job-001,comm-0,25,gpu-node-06,1,OK,16.01,0,0
t0004,train-job-001,comm-0,26,gpu-node-06,2,OK,15.5,0,0
t0004,train-job-001,comm-0,27,gpu-node-06,3,OK,10.75,0,0
t0004,train-job-001,comm-0,28,gpu-node-07,0,OK,15.68,0,0
t0004,train-job-001,comm-0,29,gpu-node-07,1,OK,13.15,0,0
t0004,train-job-001,comm-0,30,gpu-node-07,2,OK,12.13,0,0
t0004,train-job-001,comm-0,31,gpu-node-07,3,OK,13.1,0,0
t0004,train-job-001,comm-0,32,gpu-node-08,0,OK,11.0,0,0
t0004,train-job-001,comm-0,33,gpu-node-08,1,OK,7.0,0,0
t0004,train-job-001,comm-0,34,gpu-node-08,2,OK,13.79,0,0
t0004,train-job-001,comm-0,35,gpu-node-08,3,OK,10.45,0,0
t0004,train-job-001,comm-0,36,gpu-node-09,0,OK,9.09,0,0
t0004,train-job-001,comm-0,37,gpu-node-09,1,OK,9.09,0,0
t0004,train-job-001,comm-0,38,gpu-node-09,2,OK,12.22,0,0
t0004,train-job-001,comm-0,39,gpu-node-09,3,OK,10.16,0,0
t0004,train-job-001,comm-0,40,gpu-node-10,0,OK,12.75,0,0
t0004,train-job-001,comm-0,41,gpu-node-10,1,OK,9.96,0,0
t0004,train-job-001,comm-0,42,gpu-node-10,2,OK,13.31,0,0
t0004,train-job-001,comm-0,43,gpu-node-10,3,OK,12.84,0,0
t0004,train-job-001,comm-0,44,gpu-node-11,0,OK,11.42,0,0
t0004,train-job-001,comm-0,45,gpu-node-11,1,OK,12.69,0,0
t0004,train-job-001,comm-0,46,gpu-node-11,2,OK,15.1,0,0
t0004,train-job-001,comm-0,47,gpu-node-11,3,OK,10.69,0,0
t0005,train-job-001,comm-0,0,gpu-node-00,0,OK,10.04,0,0
t0005,train-job-001,comm-0,1,gpu-node-00,1,OK,12.31,0,0
t0005,train-job-001,comm-0,2,gpu-node-00,2,OK,13.04,0,0
t0005,train-job-001,comm-0,3,gpu-node-00,3,OK,11.71,0,0
t0005,train-job-001,comm-0,4,gpu-node-01,0,OK,11.09,0,0
t0005,train-job-001,comm-0,5,gpu-node-01,1,OK,15.25,0,0
t0005,train-job-001,comm-0,6,gpu-node-01,2,OK,13.98,0,0
t0005,train-job-001,comm-0,7,gpu-node-01,3,OK,12.89,0,0
t0005,train-job-001,comm-0,8,gpu-node-02,0,OK,9.18,0,0
t0005,train-job-001,comm-0,9,gpu-node-02,1,OK,11.69,0,0
t0005,train-job-001,comm-0,10,gpu-node-02,2,OK,12.47,0,0
t0005,train-job-001,comm-0,11,gpu-node-02,3,OK,10.13,0,0
t0005,train-job-001,comm-0,12,gpu-node-03,0,OK,13.28,0,0
t0005,train-job-001,comm-0,13,gpu-node-03,1,OK,10.3,0,0
t0005,train-job-001,comm-0,14,gpu-node-03,2,OK,14.25,0,0
t0005,train-job-001,comm-0,15,gpu-node-03,3,OK,9.91,0,0
t0005,train-job-001,comm-0,16,gpu-node-04,0,OK,12.26,0,0
t0005,train-job-001,comm-0,17,gpu-node-04,1,OK,12.49,0,0
t0005,train-job-001,comm-0,18,gpu-node-04,2,OK,10.45,0,0
t0005,train-job-001,comm-0,19,gpu-node-04,3,OK,15.73,0,0
t0005,train-job-001,comm-0,20,gpu-node-05,0,OK,10.85,0,0
t0005,train-job-001,comm-0,21,gpu-node-05,1,OK,14.61,0,0
t0005,train-job-001,comm-0,22,gpu-node-05,2,OK,11.33,0,0
t0005,train-job-001,comm-0,23,gpu-node-05,3,OK,14.53,0,0
t0005,train-job-001,comm-0,24,gpu-node-06,0,OK,12.08,0,0
t0005,train-job-001,comm-0,25,gpu-node-06,1,OK,10.66,0,0
t0005,train-job-001,comm-0,26,gpu-node-06,2,OK,9.75,0,0
t0005,train-job-001,comm-0,27,gpu-node-06,3,OK,11.39,0,0
t0005,train-job-001,comm-0,28,gpu-node-07,0,OK,10.97,0,0
t0005,train-job-001,comm-0,29,gpu-node-07,1,OK,13.37,0,0
t0005,train-job-001,comm-0,30,gpu-node-07,2,OK,12.34,0,0
t0005,train-job-001,comm-0,31,gpu-node-07,3,OK,12.69,0,0
t0005,train-job-001,comm-0,32,gpu-node-08,0,OK,12.84,0,0
t0005,train-job-001,comm-0,33,gpu-node-08,1,OK,13.85,0,0
t0005,train-job-001,comm-0,34,gpu-node-08,2,OK,12.18,0,0
t0005,train-job-001,comm-0,35,gpu-node-08,3,OK,12.3,0,0
t0005,train-job-001,comm-0,36,gpu-node-09,0,OK,9.84,0,0
t0005,train-job-001,comm-0,37,gpu-node-09,1,OK,12.18,0,0
t0005,train-job-001,comm-0,38,gpu-node-09,2,OK,11.4,0,0
t0005,train-job-001,comm-0,39,gpu-node-09,3,OK,11.76,0,0
t0005,train-job-001,comm-0,40,gpu-node-10,0,OK,9.64,0,0
t0005,train-job-001,comm-0,41,gpu-node-10,1,OK,12.59,0,0
t0005,train-job-001,comm-0,42,gpu-node-10,2,OK,15.62,0,0
t0005,train-job-001,comm-0,43,gpu-node-10,3,OK,10.56,0,0
t0005,train-job-001,comm-0,44,gpu-node-11,0,OK,12.64,0,0
t0005,train-job-001,comm-0,45,gpu-node-11,1,OK,10.81,0,0
t0005,train-job-001,comm-0,46,gpu-node-11,2,OK,13.25,0,0
t0005,train-job-001,comm-0,47,gpu-node-11,3,OK,11.04,0,0
t0006,train-job-001,comm-0,0,gpu-node-00,0,OK,12.62,0,0
t0006,train-job-001,comm-0,1,gpu-node-00,1,OK,13.04,0,0
t0006,train-job-001,comm-0,2,gpu-node-00,2,OK,13.83,0,0
t0006,train-job-001,comm-0,3,gpu-node-00,3,OK,12.41,0,0
t0006,train-job-001,comm-0,4,gpu-node-01,0,OK,13.69,0,0
t0006,train-job-001,comm-0,5,gpu-node-01,1,OK,10.07,0,0
t0006,train-job-001,comm-0,6,gpu-node-01,2,OK,9.83,0,0
t0006,train-job-001,comm-0,7,gpu-node-01,3,OK,15.08,0,0
t0006,train-job-001,comm-0,8,gpu-node-02,0,OK,10.85,0,0
t0006,train-job-001,comm-0,9,gpu-node-02,1,OK,10.77,0,0
t0006,train-job-001,comm-0,10,gpu-node-02,2,OK,9.25,0,0
t0006,train-job-001,comm-0,11,gpu-node-02,3,OK,11.94,0,0
t0006,train-job-001,comm-0,12,gpu-node-03,0,OK,10.82,0,0
t0006,train-job-001,comm-0,13,gpu-node-03,1,OK,15.22,0,0
t0006,train-job-001,comm-0,14,gpu-node-03,2,OK,11.65,0,0
t0006,train-job-001,comm-0,15,gpu-node-03,3,OK,16.36,0,0
t0006,train-job-001,comm-0,16,gpu-node-04,0,OK,14.82,0,0
t0006,train-job-001,comm-0,17,gpu-node-04,1,OK,15.1,0,0
t0006,train-job-001,comm-0,18,gpu-node-04,2,OK,9.24,0,0
t0006,train-job-001,comm-0,19,gpu-node-04,3,OK,9.33,0,0
t0006,train-job-001,comm-0,20,gpu-node-05,0,OK,11.64,0,0
t0006,train-job-001,comm-0,21,gpu-node-05,1,OK,15.49,0,0
t0006,train-job-001,comm-0,22,gpu-node-05,2,OK,12.63,0,0
t0006,train-job-001,comm-0,23,gpu-node-05,3,OK,14.91,0,0
t0006,train-job-001,comm-0,24,gpu-node-06,0,OK,11.48,0,0
t0006,train-job-001,comm-0,25,gpu-node-06,1,OK,11.38,0,0
t0006,train-job-001,comm-0,26,gpu-node-06,2,OK,13.94,0,0
t0006,train-job-001,comm-0,27,gpu-node-06,3,OK,12.36,0,0
t0006,train-job-001,comm-0,28,gpu-node-07,0,OK,12.26,0,0
t0006,train-job-001,comm-0,29,gpu-node-07,1,OK,12.73,0,0
t0006,train-job-001,comm-0,30,gpu-node-07,2,OK,13.01,0,0
t0006,train-job-001,comm-0,31,gpu-node-07,3,OK,11.68,0,0
t0006,train-job-001,comm-0,32,gpu-node-08,0,OK,11.55,0,0
t0006,train-job-001,comm-0,33,gpu-node-08,1,OK,10.5,0,0
t0006,train-job-001,comm-0,34,gpu-node-08,2,OK,14.23,0,0
t0006,train-job-001,comm-0,35,gpu-node-08,3,OK,14.7,0,0
t0006,train-job-001,comm-0,36,gpu-node-09,0,OK,12.48,0,0
t0006,train-job-001,comm-0,37,gpu-node-09,1,OK,16.26,0,0
t0006,train-job-001,comm-0,38,gpu-node-09,2,OK,13.3,0,0
t0006,train-job-001,comm-0,39,gpu-node-09,3,OK,10.43,0,0
t0006,train-job-001,comm-0,40,gpu-node-10,0,OK,10.9,0,0
t0006,train-job-001,comm-0,41,gpu-node-10,1,OK,16.95,0,0
t0006,train-job-001,comm-0,42,gpu-node-10,2,OK,9.55,0,0
t0006,train-job-001,comm-0,43,gpu-node-10,3,OK,12.24,0,0
t0006,train-job-001,comm-0,44,gpu-node-11,0,OK,12.55,0,0
t0006,train-job-001,comm-0,45,gpu-node-11,1,OK,7.99,0,0
t0006,train-job-001,comm-0,46,gpu-node-11,2,OK,12.9,0,0
t0006,train-job-001,comm-0,47,gpu-node-11,3,OK,6.97,0,0
t0007,train-job-001,comm-0,0,gpu-node-00,0,OK,11.78,0,0
t0007,train-job-001,comm-0,1,gpu-node-00,1,OK,9.12,0,0
t0007,train-job-001,comm-0,2,gpu-node-00,2,OK,6.2,0,0
t0007,train-job-001,comm-0,3,gpu-node-00,3,OK,9.15,0,0
t0007,train-job-001,comm-0,4,gpu-node-01,0,OK,8.78,0,0
t0007,train-job-001,comm-0,5,gpu-node-01,1,OK,12.34,0,0
t0007,train-job-001,comm-0,6,gpu-node-01,2,OK,10.43,0,0
t0007,train-job-001,comm-0,7,gpu-node-01,3,OK,12.93,0,0
t0007,train-job-001,comm-0,8,gpu-node-02,0,OK,12.26,0,0
t0007,train-job-001,comm-0,9,gpu-node-02,1,OK,12.19,0,0
t0007,train-job-001,comm-0,10,gpu-node-02,2,OK,9.18,0,0
t0007,train-job-001,comm-0,11,gpu-node-02,3,OK,13.86,0,0
t0007,train-job-001,comm-0,12,gpu-node-03,0,OK,13.2,0,0
t0007,train-job-001,comm-0,13,gpu-node-03,1,OK,12.89,0,0
t0007,train-job-001,comm-0,14,gpu-node-03,2,OK,12.65,0,0
t0007,train-job-001,comm-0,15,gpu-node-03,3,OK,13.74,0,0
t0007,train-job-001,comm-0,16,gpu-node-04,0,OK,14.14,0,0
t0007,train-job-001,comm-0,17,gpu-node-04,1,OK,16.4,0,0
t0007,train-job-001,comm-0,18,gpu-node-04,2,OK,10.48,0,0
t0007,train-job-001,comm-0,19,gpu-node-04,3,OK,11.1,0,0
t0007,train-job-001,comm-0,20,gpu-node-05,0,OK,13.01,0,0
t0007,train-job-001,comm-0,21,gpu-node-05,1,OK,8.69,0,0
t0007,train-job-001,comm-0,22,gpu-node-05,2,OK,11.03,0,0
t0007,train-job-001,comm-0,23,gpu-node-05,3,OK,11.16,0,0
t0007,train-job-001,comm-0,24,gpu-node-06,0,OK,7.79,0,0
t0007,train-job-001,comm-0,25,gpu-node-06,1,OK,10.39,0,0
t0007,train-job-001,comm-0,26,gpu-node-06,2,OK,11.89,0,0
t0007,train-job-001,comm-0,27,gpu-node-06,3,OK,9.41,0,0
t0007,train-job-001,comm-0,28,gpu-node-07,0,OK,9.82,0,0
